,,VOTES,PERCENT
0,SCHOOL COMMITTEE DISTRICT 3 VOTE FOR 1,,
1,CHRISTOPHER COLLINS,"2,315",98.51
2,WRITE-IN.,35,1.49
3,Blanks,"1,401",
4,SCHOOL COMMITTEE DISTRICT 4 VOTE FOR 1,,
5,PETER MURPHY,"1,188",57.23
6,ZAIDA GOVAN.,883,42.53
7,WRITE-IN.,5,.24
8,Blanks,371,
